Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-023713,2017-05,5/18/2017 9:13,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,4395,LACLEDE AVE         ,38, ,IN THE STREET,4395,LACLEDE,890172.2,1021559
17-022055,2017-05,05/09/2017 19:47,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4320,GANNETT ST          ,5, , ,4320,GANNETT,886763.3,1001602
17-025351,2017-05,5/26/2017 10:52,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5003,GOODFELLOW BLVD     ,76,BP GAS STATION, ,5023,GOODFELLOW,887701.6,1044511
17-025351,2017-05,5/26/2017 10:52,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5003,GOODFELLOW BLVD     ,76,BP GAS STATION, ,5023,GOODFELLOW,887701.6,1044511
17-019929,2017-05,4/28/2017 0:04,Y, , ,1, ,52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,3710,GRAVOIS AVE         ,15,MAKALANGO CELL PHONE STORE, ,3710,GRAVOIS,892449.8,1004341
17-025544,2017-05,5/26/2017 22:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,4359,TAFT AVE            ,5, , ,4359,TAFT,886698.6,1002870
17-023826,2017-05,5/15/2017 9:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,8514,S BROADWAY          ,2, , ,8514,BROADWAY,887398.2,985848.3
17-023672,2017-05,5/17/2017 22:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5255,LOTUS AVE           ,52, , ,5255,LOTUS,887462.4,1032523
17-021785,2017-05,04/12/2017 11:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,4117,MAFFITT AVE         ,57, , ,4117,MAFFITT,896615.5,1029217
17-023486,2017-05,5/17/2017 4:30,Y, , ,1, ,42015,3,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ,3312,RUSSELL AVE         ,26, , ,3312,RUSSELL,895918.3,1011880
17-024266,2017-05,5/21/2017 2:26,Y, , ,1, ,36111,1,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS          ,7320,GRAVOIS AVE         ,4,PHARMACY,CVS,7320,GRAVOIS,879254.2,994401.5
17-021326,2017-05,05/06/2017 0:50,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1819,RUSSELL BLVD        ,23, , ,1819,RUSSELL,902266.4,1010699
17-021807,2017-05,05/08/2017 15:20,Y, , ,1, ,91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,6649,HOFFMAN AVE         ,11, , ,6649,HOFFMAN,876541.3,1010837
17-023935,2017-05,5/18/2017 23:00,Y, , ,1, ,65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999              ",1709,COCHRAN PL          ,62, , ,1709,COCHRAN,906256.9,1022439
17-021050,2017-05,4/17/2017 13:00,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,1909,COLE ST             ,61,FEHLIG BROS. BOX AND LUMBER CO., ,1909,COLE,904247.8,1021216
17-021637,2017-05,05/07/2017 19:40,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,5318,WABADA AVE          ,50, , ,5318,WABADA,887128.5,1032927
17-022877,2017-05,5/14/2017 6:15,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,3515,PENNSYLVANIA AVE    ,19, , ,3515,PENNSYLVANIA,896169.8,1004541
17-022730,2017-05,5/13/2017 10:35,Y, , ,1, ,42013,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE        ,1210,LOCUST ST           ,36, ,CHRIST CHURCH CATHEDRAL,706,TUCKER,906389.8,1018559
17-025726,2017-05,5/26/2017 23:55,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3723,BATES ST            ,3, , ,3723,BATES,889613.3,996611.8
17-023730,2017-05,5/18/2017 10:45,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",7622,VIRGINIA AVE        ,2, , ,7622,VIRGINIA,888307.9,989079.7
17-021697,2017-05,05/07/2017 9:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",2600,N 14TH ST           ,63, , ,2600,14TH,906818.4,1025678
17-022450,2017-05,05/10/2017 22:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5101,HIGHLAND AVE        ,52, , ,5101,HIGHLAND,888869.3,1032574
17-022384,2017-05,05/10/2017 17:00,Y, , ,1, ,66701,3,LARCENY-BICYCLES UNDER $500                       ,3457,IOWA AVE            ,19, , ,3457,IOWA,897508.3,1004547
17-025083,2017-05,5/24/2017 16:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",1106,LAFAYETTE AVE       ,34, , ,1106,LAFAYETTE,904473.9,1011995
17-021771,2017-05,4/29/2017 18:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,3513,WISCONSIN AVE       ,18, , ,3513,WISCONSIN,899752.5,1003972
17-026088,2017-05,5/30/2017 15:40,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,1012,LOUGHBOROUGH AVE    ,1,CROWN VISION, ,1012,LOUGHBOROUGH,888312.1,991745
17-022294,2017-05,05/11/2017 1:40,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING                          ,5025,S KINGSHIGHWAY BLVD ,7, , ,5025,KINGSHIGHWAY,883723.1,1001460
17-025351,2017-05,5/26/2017 10:52,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5003,GOODFELLOW BLVD     ,76,BP GAS STATION, ,5023,GOODFELLOW,887701.6,1044511
17-025351,2017-05,5/26/2017 10:52,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5003,GOODFELLOW BLVD     ,76,BP GAS STATION, ,5023,GOODFELLOW,887701.6,1044511
17-026111,2017-05,5/30/2017 17:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,I 70 WESTBOUND / WALNUT ST,35, , ,1311,BENTON,909432,1016184
17-021288,2017-05,05/05/2017 20:30,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3214,REGAL PL            ,14, , ,3214,REGAL,882053.7,1008621
17-021923,2017-05,05/08/2017 6:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5953,ENRIGHT AVE         ,48, , ,5953,ENRIGHT,879521.4,1027865
17-023486,2017-05,5/17/2017 4:30,Y, , ,1, ,42016,3,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC          ,3312,RUSSELL AVE         ,26, , ,3312,RUSSELL,895918.3,1011880
17-023556,2017-05,5/17/2017 12:12,Y, , ,1, ,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4729,MICHIGAN AVE        ,17, ,REAR,4728,MICHIGAN,894240.8,996669.8
17-023483,2017-05,5/17/2017 4:15,Y, , ,1, ,83000,3,ARSON-KNOWINGLY BURNING/SUCCESS                   ,1630,S 2ND ST            ,20, , ,1630,2ND,906863,1010384
17-024065,2017-05,5/19/2017 11:15,Y, , ,1, ,73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,915,LASALLE PARK CT     ,34, , ,915,LASALLE PARK,906241.3,1013517
17-021642,2017-05,05/04/2017 18:30,Y, , ,1, ,71040,3,AUTO THEFT-PERM RETNT/ATTEMPT                     ,3515,HALLIDAY AVE        ,25, , ,3515,HALLIDAY,894536.7,1009385
17-021482,2017-05,05/06/2017 21:10,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5529,LOUISIANA AVE       ,1, , ,5529,LOUISIANA,891075.7,995785.1
17-023942,2017-05,5/19/2017 4:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5523,PERSHING AVE        ,47, , ,5523,PERSHING,883107.8,1025050
17-021784,2017-05,4/17/2017 15:10,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,4949,DR MARTIN LUTHER KING DR,55, , ,4949,DR MARTIN LUTHER KING,888784.6,1030280
17-021926,2017-05,05/01/2017 13:00,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",1005,CONVENTION PZ,35,U.S. BANK OFFICES,2ND FLOOR,1005,CONVENTION,907803.4,1019347
17-022349,2017-05,05/01/2017 14:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,5258,DELMAR BLVD         ,38, , ,5258,DELMAR,885088,1026396
17-021666,2017-05,05/07/2017 22:45,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3134,WINNEBAGO ST        ,19, , ,3134,WINNEBAGO,895306.4,1003408
17-024802,2017-05,5/23/2017 13:30,Y, , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE                          ,4256,OREGON AVE          ,17, , ,4256,OREGON,896210.1,999413
17-022777,2017-05,05/12/2017 15:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",3106,OLIVE ST,37, , ,3106,OLIVE,899009.4,1020191
17-022358,2017-05,05/10/2017 20:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,963,SWITZER AVE         ,74, , ,963,SWITZER,896440.7,1046807
17-024113,2017-05,5/20/2017 7:00,Y, , ,1, ,52112,3,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,1711,S 9TH ST            ,21,INTERNATIONAL TAP HOUSE, ,1718,9TH,905041.7,1011294
17-025386,2017-05,5/26/2017 13:50,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,1008,LOUGHBOROUGH AVE    ,1, ,@LOUGHBOROUGH COMMONS - BREAD COMPANY,1008,LOUGHBOROUGH,888490,992015.8
17-023791,2017-05,5/18/2017 15:51,Y, , ,1, ,63701,5,LARCENY-SHOPLIFT UNDER $500                       ,702,N KINGSHIGHWAY BLVD ,53,ALDIS, ,702,KINGSHIGHWAY,888036.9,1026405
17-021513,2017-05,05/07/2017 2:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,4761,DR MARTIN LUTHER KING DR,55, , ,4757,DR MARTIN LUTHER KING,890097.3,1029757
17-025002,2017-05,05/10/2017 11:00,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,5453,SHREVE AVE          ,71, , ,5453,SHREVE,896094.6,1038860
17-021739,2017-05,4/29/2017 13:00,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999               ",4142,FARLIN AVE          ,68, ,STREET,3105,FAIR,897790.4,1032836
17-024209,2017-05,5/20/2017 15:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4542,VIRGINIA AVE        ,16, , ,4542,VIRGINIA,893747.8,997939.8
17-022493,2017-05,05/12/2017 4:50,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3736,S BROADWAY          ,18, ,FRONT OF RESIDENCE,3736,BROADWAY,898681.3,1002636
17-023354,2017-05,5/16/2017 12:30,Y, , ,1, ,51111,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,5064,WABADA AVE          ,52, , ,5064,WABADA,888471.2,1032147
17-026005,2017-05,5/26/2017 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,925,LASALLE PARK CT     ,34,LASALLE, ,925,LASALLE PARK,906241.3,1013517
17-023882,2017-05,5/19/2017 1:10,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,6545,SCANLAN AVE         ,9,NATIONAL ASSOCIATION OF TELEMARKERS,STORE FRONT WINDOW,6545,SCANLAN,877005.6,1009532
17-022142,2017-05,05/05/2017 22:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,ELIZABETH AVE / MACKLIND AVE,12, , ,2240,MACKLIND,883701,1012215
17-025837,2017-05,5/29/2017 12:30,Y, , ,1, ,41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,4213,BINGHAM AVE         ,5, , ,4220,38TH,888139.6,1003320
17-022829,2017-05,5/13/2017 20:53,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY                    ,6044,FYLER AVE           ,9, , ,6044,FYLER,879159.8,1008067
17-022318,2017-05,05/10/2017 18:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5941,CORONADO AVE        ,3, , ,5941,CORONADO,887265,996172.1
17-025405,2017-05,5/25/2017 23:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,0,EICHELBERGER ST / STEFFENS AVE,5, , ,5235,STEFFENS,887758.9,998797.6
17-025363,2017-05,2/26/2017 9:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,1200,N 16TH ST           ,61, , ,1200,16TH,906157.1,1021480
17-022341,2017-05,05/10/2017 20:00,Y, , ,1, ,64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4249,MICHIGAN AVE        ,17, , ,4256,MICHIGAN,894746.1,999716.7
17-021744,2017-05,05/08/2017 9:30,Y, , ,1, ,69711,2,LARCENY-ALL OTHER UNDER $500  /ATTEMPT            ,2217,BENTON TER          ,43, , ,2217,BENTON,875890.2,1014127
17-025810,2017-05,5/28/2017 21:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,5055,ARSENAL ST          ,13, ,@SCHNUCKS - ARSENAL,4230,HUMPHREY,884765.6,1009623
17-019425,2017-05,12/01/2016 12:00,Y, , ,1, ,21000,1,RAPE -- FORCIBLE                                  ,3900,GUSTINE AVE         ,16, , ,3900,GUSTINE,0,0
17-023471,2017-05,5/16/2017 23:50,Y, , ,1, ,64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,8684,ORIOLE AVE          ,74, , ,8684,ORIOLE,894616.7,1049471
17-025578,2017-05,5/25/2017 17:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,7328,PENNSYLVANIA AVE    ,2,RESIDENCE, ,7328,PENNSYLVANIA,889710.6,989009.9
17-022101,2017-05,05/10/2017 1:33,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,4755,MINNESOTA AVE       ,17, , ,4755,MINNESOTA,894526.6,996364
17-021959,2017-05,05/09/2017 0:01,Y, , ,1, ,73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,7039,BRUNO AVE           ,43, ,IN FRONT OF RESIDENCE,2152,BLENDON,874589.4,1013949
17-023987,2017-05,5/19/2017 14:54,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN                           ,4800,MINNESOTA AVE       ,17, , ,4800,MINNESOTA,894686.6,996330.1
17-025484,2017-05,5/27/2017 1:08,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,775,N LEFFINGWELL AVE   ,37,NA,STREET,2619,WASHINGTON,901015.4,1021222
17-025681,2017-05,5/28/2017 12:10,Y, , ,1, ,41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,3008,KEOKUK ST           ,16, ,REAR,3008,KEOKUK,895747.4,1002005
17-025539,2017-05,5/26/2017 11:00,Y, , ,1, ,52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3025,CHIPPEWA ST         ,19,THE DOLLAR MARKET, ,3025,CHIPPEWA,895868.6,1002892
17-025503,2017-05,5/26/2017 11:31,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,3430,GRAND FOREST DR     ,37,ST. LOUIS UNIVERSITY,APT 4,3430,GRAND FOREST,897149.4,1019391
17-022526,2017-05,05/04/2017 9:54,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150                    ,6204,OLEATHA AVE         ,9, , ,6204,OLEATHA,878676,1006513
17-025826,2017-05,5/29/2017 11:30,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3109,CALIFORNIA AVE      ,30, ,APT 1ST,3109,CALIFORNIA,897813.3,1007452
17-022568,2017-05,05/12/2017 7:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,2911,BRANNON AVE         ,13, , ,2911,BRANNON,884191.7,1009754
17-022626,2017-05,05/12/2017 17:57,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,2825,PENNSYLVANIA AVE    ,25, , ,2825,PENNSYLVANIA,896865.8,1008883
17-021577,2017-05,05/07/2017 12:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4175,MCREE AVE           ,28, , ,4175,MCREE,890827.1,1014540
17-023581,2017-05,5/17/2017 13:30,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4698,W FLORISSANT AVE    ,71, ,RESIDENCE,4698,FLORISSANT,896843.8,1038541
17-025593,2017-05,5/27/2017 18:35,Y, , ,1, ,115200,5,FRAUD-STEALING BY DECEIT/UNDER $150               ,6177,DELMAR BLVD         ,46,MOONRISE HOTEL,@HOTEL- MOONRISE HOTEL,6177,DELMAR,877404.6,1027557
17-021137,2017-05,05/04/2017 22:25,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,5711,W PARK AVE          ,41,PAULO METAL FINISHING, ,5711,PARK,882578.3,1016755
17-024035,2017-05,5/18/2017 6:30,Y, , ,1, ,51330,6,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY          ,4847,CALVIN AVE          ,69, , ,4847,CALVIN,893981.1,1037389
17-022088,2017-05,05/09/2017 23:18,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4628,MCMILLAN AVE        ,54, , ,4628,MCMILLAN,890219.1,1026944
17-021812,2017-05,05/06/2017 16:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,1,CHILDRENS PL        ,38,ST LOUIS CHILDRENS HOSPITAL, ,5215,PAGE,887975.4,1020896
17-025351,2017-05,5/26/2017 10:52,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5003,GOODFELLOW BLVD     ,76,BP GAS STATION, ,5023,GOODFELLOW,887701.6,1044511
17-023851,2017-05,5/18/2017 5:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4019,DOVER PL            ,3,RESIDENCE,UNIT A,4019,DOVER,887446.5,997180.3
17-025161,2017-05,5/24/2017 21:00,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,331,N EUCLID AVE        ,38, , ,3716,MERAMEC,888270.5,1024028
17-022285,2017-05,05/10/2017 14:45,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4621,RAY AVE             ,5, , ,4621,RAY,888571.7,1000703
17-021659,2017-05,05/07/2017 21:49,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",3935,WABASH AVE          ,9, , ,3935,WABASH,872764.6,1005604
17-021615,2017-05,05/06/2017 19:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999                  ",6816,GLADES AVE          ,43, , ,6816,GLADES,875962.4,1014984
17-022413,2017-05,05/09/2017 8:00,Y, , ,1, ,142320,0,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,UNKNOWN,0, , ,4216,ST LOUIS,0,0
17-023928,2017-05,5/18/2017 21:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3900,BURGEN AVE          ,3, , ,3900,BURGEN,888428.3,996704.1
17-023996,2017-05,5/19/2017 14:33,Y, , ,1, ,51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,3009,SHENANDOAH AVE      ,25, , ,3009,SHENANDOAH,897117.8,1010665
17-021958,2017-05,05/09/2017 11:17,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4754,ST LOUIS AVE        ,55, , ,4754,ST LOUIS,891528.1,1032218
17-025301,2017-05,5/25/2017 16:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4409,MIAMI ST            ,15, ,VICTIM S HOME,4409,MIAMI,887148.1,1005404
17-021284,2017-05,05/05/2017 18:30,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3611,GRANDEL SQ          ,77,GRAND CITY ARTS ACADEMY, ,3611,GRANDEL,897028.6,1022188
17-021325,2017-05,05/06/2017 1:18,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,601,CLARK AVE           ,35,BREWHOUSE RESTURANT,@BALLPARK VILLAGE,601,CLARK,908223.8,1016086
17-025315,2017-05,5/25/2017 23:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,2014,CHIPPEWA ST         ,18, , ,2014,CHIPPEWA,899347.3,1002111
17-025555,2017-05,5/27/2017 10:45,Y, , ,1, ,44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE    ",421,N 8TH ST            ,35, ,MAGNOLIA HOTEL,421,8TH,908152,1018409
17-022267,2017-05,05/10/2017 21:45,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON                ,1400,SPRUCE ST           ,36, ,@METROLINK - CIVIC CENTER,1400,SPRUCE,0,0
17-022077,2017-05,05/09/2017 10:30,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,4719,HAMMETT PL          ,55, , ,4719,HAMMETT,891216.3,1030895
17-025615,2017-05,5/27/2017 22:00,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2700,S GRAND BLVD        ,25, ,BUS STOP,2700,GRAND,894294.3,1010118
17-022057,2017-05,05/09/2017 20:01,Y, , ,1, ,36111,3,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS          ,2700,S GRAND BLVD        ,25, ,FAMILY DOLLAR,2700,GRAND,894294.3,1010118
17-022024,2017-05,05/09/2017 17:02,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN                           ,4000,S GRAND BLVD        ,16, , ,4000,GRAND,893231.6,1001777
17-026170,2017-05,5/30/2017 14:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,200,S TUCKER BLVD       ,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
17-026030,2017-05,05/03/2017 10:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,919,N JEFFERSON AVE     ,59, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301
17-026108,2017-05,4/29/2017 23:24,Y, , ,1, ,112020,4,FRAUD-CREDIT DEVICE/UNDER $150                    ,919,N JEFFERSON AVE     ,59, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301
17-025817,2017-05,5/29/2017 11:30,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,315,N 9TH ST            ,35,SCHNUCKS CULINARIA, ,315,9TH,907779.2,1018012
17-023629,2017-05,5/17/2017 17:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,430,S 15TH ST           ,36,GREYHOUND,ON BUS NUMBER 86377,430,15TH,904845.8,1016613
17-025776,2017-05,5/29/2017 3:15,Y, , ,1, ,31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4199,MANCHESTER AVE      ,39, , ,1187,KINGSHIGHWAY,890456.7,1017465
17-026015,2017-05,5/30/2017 9:15,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500                       ,315,N 9TH ST            ,35,CULINARIA, ,315,9TH,907779.2,1018012
17-026080,2017-05,5/29/2017 12:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1020,N 9TH ST            ,62, , ,1020,9TH,908566.6,1020179
17-025883,2017-05,5/29/2017 17:40,Y, , ,1, ,91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,3801,S KINGSHIGHWAY BLVD ,14, , ,3803,KINGSHIGHWAY,885036.1,1004585
17-021243,2017-05,05/03/2017 21:30,Y, , ,1, ,31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,400,S EUCLID AVE        ,38,CENTRAL WESTEND METRO LINK STATION,METRO LINK,400,EUCLID,887950.5,1020750
17-021575,2017-05,05/07/2017 14:00,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1719,COCHRAN PL          ,62,PRESERVATION PLACE,PRESERVATION PLACE APARTMENTS,1719,COCHRAN,905432.7,1022657
17-014766,2017-05,3/29/2017 18:00,Y, , ,1, ,21000,4,RAPE -- FORCIBLE                                  ,1800,WASHINGTON AVE      ,36, , ,1800,WASHINGTON,0,0
17-024081,2017-05,5/19/2017 21:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,6414,WISE AVE            ,42, , ,6414,WISE,879204,1017650
17-023336,2017-05,5/15/2017 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,BACON ST / SAINT LOUIS AVE,59, ,ON NORTH SIDE OF STREET BY FIRE HYDRANT,3210,ST LOUIS,900140.6,1027311
17-022249,2017-05,05/10/2017 18:15,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1455,PEABODY CT          ,33,CLINTON PEABODY HOUSING COMPLEX, ,1455,PEABODY,904206.2,1013767
17-025788,2017-05,5/18/2017 18:05,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5879,ROOSEVELT PL        ,50, ,NUISANCE ABATEMENT PROPERTY,5879,ROOSEVELT,883859,1036657
17-025579,2017-05,5/27/2017 17:15,Y, , ,1, ,41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,3835,IOWA AVE            ,16, , ,3835,IOWA,897131.5,1002160
